Campaign_ID,Campaign_Name,Channel,Start_Date,End_Date,Region,Audience_Type,Age_Group,Gender,Impressions,Clicks,Conversions,Spend,Revenue
MKT239,Weekend Bonanza,YouTube,2024-05-23,2024-06-12,South,Returning,18-25,Male,43248,5763,1149,17746,75171
MKT240,Diwali Offers,Twitter,2024-03-22,2024-04-19,East,Returning,50+,Female,194588,11234,398,49243,46160
MKT241,Diwali Offers,Facebook,2024-05-25,2024-06-12,East,Returning,26-35,Other,180133,9464,1023,23557,29156
MKT242,Diwali Offers,Facebook,2024-03-16,2024-04-08,East,New,26-35,Male,175242,10221,236,33060,86208
MKT243,New Year Promo,Twitter,2024-03-15,2024-03-25,North,Returning,26-35,Other,28024,12410,1143,11568,89980
MKT244,Monsoon Offers,Google Ads,2024-02-29,2024-03-07,West,Returning,26-35,Other,105947,13261,2587,40369,82320
MKT245,Mega Discount,Email,2024-10-18,2024-11-15,South,New,18-25,Female,194875,2051,310,24041,27929
MKT246,Monsoon Offers,Facebook,2024-07-16,2024-07-29,South,Returning,36-50,Female,170368,13225,2899,11080,76606
MKT247,Summer Sale,Email,2024-05-29,2024-06-10,East,New,18-25,Female,111829,10765,1674,18854,98442
MKT248,Monsoon Offers,Facebook,2024-03-16,2024-03-28,South,New,50+,Female,112708,12382,2582,7159,72559
MKT249,New Year Promo,Instagram,2024-10-08,2024-10-27,South,New,18-25,Female,106664,13580,879,32025,64205
MKT250,Summer Sale,YouTube,2024-03-14,2024-04-04,West,Returning,18-25,Female,169329,8538,1330,46081,78475
MKT251,Monsoon Offers,Facebook,2024-08-08,2024-08-18,East,Returning,50+,Female,163927,8411,2586,9368,74341
MKT252,New Year Promo,Email,2024-09-17,2024-10-10,West,New,26-35,Female,105178,12989,1902,39085,52863
MKT253,Mega Discount,Instagram,2024-05-09,2024-06-01,North,Returning,26-35,Male,121121,12481,2813,32094,91837
MKT254,Monsoon Offers,Facebook,2024-10-13,2024-11-11,North,Returning,26-35,Other,40025,7320,1165,6230,75439
MKT255,New Year Promo,Google Ads,2024-03-16,2024-04-06,North,Returning,36-50,Female,155530,12939,510,22517,17194
MKT256,Diwali Offers,YouTube,2024-05-05,2024-05-29,East,Returning,50+,Female,83610,3105,2953,28991,81387
MKT257,Weekend Bonanza,Facebook,2024-01-19,2024-02-05,South,New,50+,Other,90843,14580,2757,6301,91914
MKT258,Diwali Offers,Instagram,2024-06-14,2024-07-04,East,Returning,18-25,Male,127237,1307,526,33610,76214
MKT259,Weekend Bonanza,Google Ads,2024-08-09,2024-08-26,East,New,36-50,Other,194499,8737,1571,20927,39777
MKT260,Winter Deals,Twitter,2024-10-07,2024-10-25,South,New,26-35,Other,150299,4359,1041,39678,36183
MKT261,Winter Deals,Instagram,2024-06-24,2024-07-11,West,Returning,36-50,Female,189578,14264,2007,29466,37445
MKT262,Winter Deals,Instagram,2024-05-12,2024-06-03,North,New,50+,Other,25668,4176,841,19904,77038
MKT263,Mega Discount,Google Ads,2024-05-13,2024-06-03,West,Returning,50+,Other,198267,2251,1492,45875,97201
MKT264,Diwali Offers,Instagram,2024-02-05,2024-02-28,North,Returning,18-25,Female,93233,6366,1343,31081,26198
MKT265,Weekend Bonanza,Google Ads,2024-05-28,2024-06-11,East,New,18-25,Female,175489,11939,1700,29354,31411
MKT266,New Year Promo,Facebook,2024-08-29,2024-09-06,North,New,50+,Female,101982,2517,1355,32761,60577
MKT267,Summer Sale,Google Ads,2024-01-30,2024-02-18,East,New,26-35,Female,126133,7226,427,23300,25867
MKT268,New Year Promo,Google Ads,2024-08-10,2024-08-21,West,New,26-35,Other,30751,6305,1566,34491,72501
MKT269,Summer Sale,YouTube,2024-09-21,2024-09-29,East,Returning,36-50,Other,66218,10570,2199,40525,24266
MKT270,Festive Blast,Google Ads,2024-04-03,2024-04-30,West,Returning,50+,Male,146649,6869,2066,31532,49422
MKT271,New Year Promo,Google Ads,2024-04-18,2024-05-11,South,Returning,50+,Male,27352,9039,475,11464,45208
MKT272,Monsoon Offers,Twitter,2024-05-22,2024-05-29,South,New,26-35,Other,108835,5891,362,21562,41213
MKT273,Monsoon Offers,Facebook,2024-06-28,2024-07-24,South,New,26-35,Male,117493,5992,366,46856,17367
MKT274,Flash Sale,YouTube,2024-10-25,2024-11-16,East,New,50+,Other,48927,2961,2506,47511,89026
MKT275,Diwali Offers,Twitter,2024-06-14,2024-07-13,South,Returning,18-25,Male,192166,13497,2044,13683,45362
MKT276,Summer Sale,Email,2024-05-19,2024-05-28,North,New,50+,Female,121948,3863,1993,37634,61588
MKT277,Summer Sale,Facebook,2024-01-20,2024-02-06,West,Returning,50+,Male,49493,11848,2001,5060,48285
MKT278,Diwali Offers,Facebook,2024-08-01,2024-08-27,West,New,26-35,Female,51707,11686,2799,14269,84755
MKT279,Mega Discount,Email,2024-08-15,2024-08-27,North,Returning,26-35,Female,158368,7603,1752,28065,81846
MKT280,Flash Sale,Google Ads,2024-10-07,2024-11-03,East,Returning,18-25,Female,176470,14255,1544,7895,46307
MKT281,Mega Discount,Twitter,2024-06-11,2024-06-21,East,New,18-25,Female,55842,5567,145,20323,90280
MKT282,Mega Discount,Instagram,2024-04-20,2024-05-01,West,New,36-50,Male,33261,7513,699,17352,29867
MKT283,Mega Discount,YouTube,2024-07-16,2024-08-02,South,Returning,50+,Other,96709,5005,819,49643,66523
MKT284,Diwali Offers,Instagram,2024-04-24,2024-05-07,East,Returning,26-35,Female,115985,12755,2012,43591,94161
MKT285,Mega Discount,Email,2024-04-12,2024-04-28,East,New,18-25,Male,126616,10114,1392,35890,16378
MKT286,Monsoon Offers,Facebook,2024-02-05,2024-02-15,North,New,36-50,Female,87173,13424,700,37016,94685
MKT287,Winter Deals,Facebook,2024-02-04,2024-02-18,North,Returning,36-50,Male,51781,13654,480,16962,86958
MKT288,Festive Blast,YouTube,2024-06-13,2024-07-10,South,New,26-35,Male,33652,12151,217,38302,37926
MKT289,Summer Sale,Facebook,2024-08-11,2024-09-04,East,Returning,26-35,Male,25103,1183,2263,24846,23180
MKT290,Summer Sale,Facebook,2024-01-05,2024-01-20,East,Returning,36-50,Other,45500,8755,359,9011,46931
MKT291,Festive Blast,YouTube,2024-02-09,2024-02-28,North,New,18-25,Male,120336,4358,1198,24782,34014
MKT292,Diwali Offers,Twitter,2024-04-25,2024-05-17,East,New,36-50,Male,186601,7615,1603,7155,89872
MKT293,New Year Promo,Twitter,2024-01-24,2024-02-21,West,New,50+,Other,133499,10590,2452,44725,68502
MKT294,Diwali Offers,YouTube,2024-09-19,2024-10-19,North,New,50+,Other,169524,7797,2154,14196,97736
MKT295,Summer Sale,Email,2024-08-18,2024-08-31,South,New,26-35,Male,69393,11988,465,48459,15470
MKT296,Summer Sale,Facebook,2024-09-06,2024-09-29,North,Returning,18-25,Other,182246,9728,1757,26709,24953
MKT297,Festive Blast,Facebook,2024-10-23,2024-11-15,East,Returning,18-25,Female,186508,8678,2670,18327,48507
MKT298,Mega Discount,Email,2024-01-20,2024-02-11,South,New,50+,Female,67406,6698,1561,40474,16523
MKT299,Diwali Offers,Twitter,2024-10-25,2024-11-02,North,New,36-50,Other,83059,2273,2124,37769,96923
MKT300,Weekend Bonanza,Google Ads,2024-09-03,2024-09-19,West,New,26-35,Other,167026,12159,2576,46993,67190
MKT301,Festive Blast,Google Ads,2024-10-07,2024-10-31,West,Returning,36-50,Male,102722,7653,890,29700,57761
MKT302,Monsoon Offers,Google Ads,2024-06-08,2024-06-30,North,New,36-50,Other,32356,12241,846,19820,41169
MKT303,Summer Sale,Twitter,2024-09-22,2024-10-08,West,New,36-50,Male,148128,2096,2514,15891,55641
MKT304,Festive Blast,Twitter,2024-07-12,2024-08-10,West,Returning,18-25,Female,22187,10497,412,39629,32990
MKT305,Diwali Offers,Email,2024-04-26,2024-05-10,West,Returning,50+,Other,97243,10107,637,10269,39661
MKT306,Summer Sale,Facebook,2024-08-17,2024-08-24,South,New,18-25,Male,55098,12273,1020,48880,23419
MKT307,New Year Promo,Email,2024-03-10,2024-04-01,West,New,50+,Male,172297,9002,1177,13320,24457
MKT308,Festive Blast,Email,2024-02-19,2024-03-03,West,New,26-35,Female,154678,5247,1590,15740,77600
MKT309,Flash Sale,Twitter,2024-03-19,2024-04-08,West,Returning,26-35,Other,77620,10220,2929,40897,86102
MKT310,Summer Sale,Google Ads,2024-08-14,2024-08-24,South,New,36-50,Female,183900,6314,2481,35930,43085
MKT311,Diwali Offers,Instagram,2024-07-18,2024-07-27,North,New,50+,Male,146270,11169,897,22285,60654
MKT312,Winter Deals,Facebook,2024-04-16,2024-05-06,East,New,50+,Male,177561,4354,447,19380,16130
MKT313,Weekend Bonanza,Twitter,2024-02-01,2024-02-20,West,Returning,50+,Other,34387,11703,372,16360,12042
MKT314,Clearance Campaign,Google Ads,2024-07-10,2024-08-04,North,Returning,36-50,Male,89463,1270,819,10398,80134
MKT315,Mega Discount,Instagram,2024-02-29,2024-03-27,West,New,36-50,Other,153663,2186,1873,10529,52982
MKT316,Clearance Campaign,Instagram,2024-01-04,2024-01-26,South,New,26-35,Female,199588,13747,2647,34062,75185
MKT317,Diwali Offers,Twitter,2024-04-13,2024-04-21,North,Returning,18-25,Other,111683,13392,784,41686,43477
MKT318,Monsoon Offers,YouTube,2024-05-26,2024-06-04,South,Returning,50+,Other,82061,12956,2226,22451,62709
MKT319,Monsoon Offers,Facebook,2024-08-24,2024-09-21,West,Returning,50+,Male,101257,14998,721,11937,38716
MKT320,Winter Deals,Instagram,2024-05-26,2024-06-08,West,Returning,18-25,Male,81753,7305,2139,44886,88137
MKT321,Mega Discount,Twitter,2024-08-31,2024-09-22,South,Returning,50+,Other,104774,3398,1046,15860,46018
MKT322,Flash Sale,Twitter,2024-07-17,2024-08-11,East,Returning,36-50,Male,162159,13721,2505,30142,18061
MKT323,Winter Deals,Google Ads,2024-09-27,2024-10-11,South,Returning,36-50,Male,181888,7995,2765,30279,18609
MKT324,Clearance Campaign,YouTube,2024-05-13,2024-06-10,West,Returning,50+,Male,43408,13427,606,43106,45371
MKT325,Winter Deals,Facebook,2024-02-15,2024-03-10,South,Returning,36-50,Other,144116,14782,1682,40908,93021
MKT326,Clearance Campaign,Email,2024-08-25,2024-09-03,East,New,36-50,Male,151208,8299,2723,45764,30805
MKT327,Summer Sale,Google Ads,2024-04-22,2024-05-03,South,New,50+,Other,37413,5182,343,19201,17857
MKT328,Monsoon Offers,Instagram,2024-06-30,2024-07-25,East,New,26-35,Male,133650,10903,605,45544,21620
MKT329,Summer Sale,Instagram,2024-06-21,2024-07-05,East,Returning,18-25,Female,79500,3230,521,42711,18177
MKT330,Weekend Bonanza,Google Ads,2024-04-11,2024-05-10,South,New,36-50,Male,104514,7511,2364,13997,40111
MKT331,Mega Discount,Twitter,2024-02-05,2024-03-02,South,Returning,26-35,Male,76358,1128,1972,45566,98578
MKT332,Flash Sale,Instagram,2024-03-28,2024-04-21,North,Returning,36-50,Other,86197,10461,1292,25175,94181
MKT333,Clearance Campaign,YouTube,2024-04-29,2024-05-29,West,New,36-50,Other,183926,4672,429,45860,99941
MKT334,Flash Sale,Facebook,2024-02-23,2024-03-22,East,Returning,18-25,Male,96240,10793,749,8225,21826
MKT335,Clearance Campaign,YouTube,2024-09-08,2024-09-29,North,New,36-50,Female,36322,5765,1564,49578,23890
MKT336,Diwali Offers,Instagram,2024-09-05,2024-09-13,South,New,18-25,Male,133053,4970,490,40228,92428
MKT337,Winter Deals,Email,2024-02-16,2024-03-12,West,New,18-25,Male,26968,8545,1619,46505,68031
MKT338,Weekend Bonanza,Facebook,2024-01-15,2024-02-14,North,Returning,18-25,Female,47518,13436,480,28110,85020
MKT339,Monsoon Offers,Facebook,2024-04-25,2024-05-25,East,New,26-35,Other,71925,14272,841,15754,15495
MKT340,Clearance Campaign,Google Ads,2024-10-14,2024-10-31,North,Returning,50+,Male,131900,14139,2110,31655,38481
MKT341,Flash Sale,Google Ads,2024-10-14,2024-10-31,East,New,26-35,Other,113422,6552,919,48601,21267
MKT342,Weekend Bonanza,Email,2024-06-08,2024-06-19,South,New,50+,Other,21700,1627,772,8114,16743
MKT343,New Year Promo,Twitter,2024-07-22,2024-08-04,West,New,50+,Female,113782,12989,2660,31502,64800
MKT344,New Year Promo,Facebook,2024-06-29,2024-07-26,West,Returning,18-25,Female,43199,14780,1871,25028,58773
MKT345,Summer Sale,Email,2024-02-22,2024-03-08,West,Returning,36-50,Other,195661,7589,1311,22587,67042
MKT346,Monsoon Offers,Google Ads,2024-05-03,2024-05-23,South,Returning,18-25,Male,183187,3044,1029,47719,59476
MKT347,Diwali Offers,Google Ads,2024-07-06,2024-07-25,East,New,36-50,Other,25520,12744,1639,40333,38552
MKT348,Flash Sale,Facebook,2024-04-17,2024-04-28,South,New,50+,Male,129814,14171,1012,8174,75242
MKT349,Winter Deals,YouTube,2024-07-23,2024-07-30,West,Returning,18-25,Male,187527,3341,743,40398,55772
MKT350,Winter Deals,Instagram,2024-02-19,2024-03-08,South,Returning,36-50,Female,143364,6884,526,40929,53730
MKT351,Flash Sale,Google Ads,2024-04-22,2024-05-18,South,Returning,26-35,Male,192677,12406,601,9321,38948
MKT352,Mega Discount,Twitter,2024-02-20,2024-03-05,South,Returning,36-50,Male,34955,9185,829,35435,86311
MKT353,Diwali Offers,Twitter,2024-10-24,2024-11-07,East,Returning,18-25,Other,195121,1249,1383,12099,79093
MKT354,Weekend Bonanza,Google Ads,2024-08-25,2024-09-17,North,Returning,26-35,Female,164989,3925,2218,28760,79123
MKT355,Clearance Campaign,YouTube,2024-05-10,2024-05-30,North,New,36-50,Male,84925,6043,2625,16360,26535
MKT356,Mega Discount,YouTube,2024-07-04,2024-07-12,South,Returning,36-50,Male,127216,1974,556,15313,76490
MKT357,Clearance Campaign,Email,2024-09-05,2024-09-12,North,New,36-50,Female,90269,10517,2336,25462,56562
MKT358,Clearance Campaign,Twitter,2024-04-29,2024-05-15,North,New,36-50,Other,182026,8192,390,10801,99080
MKT359,Mega Discount,Email,2024-02-05,2024-02-17,South,Returning,36-50,Female,61458,10175,1019,19130,68535
MKT360,Summer Sale,Twitter,2024-04-30,2024-05-19,South,Returning,26-35,Female,109037,10080,2439,19271,51269
MKT361,New Year Promo,Instagram,2024-01-18,2024-02-01,West,New,50+,Male,172185,12129,2069,21075,90674
MKT362,Clearance Campaign,Instagram,2024-03-31,2024-04-29,North,Returning,26-35,Male,119977,11309,855,41919,52462
MKT363,Mega Discount,Facebook,2024-07-14,2024-08-06,East,Returning,26-35,Other,63939,3672,1758,46679,13127
MKT364,Mega Discount,Email,2024-01-26,2024-02-20,South,New,26-35,Male,49345,14162,1934,23984,33147
MKT365,Festive Blast,Google Ads,2024-02-27,2024-03-07,West,New,50+,Male,197385,8279,1406,27559,55528
MKT366,Summer Sale,Email,2024-05-17,2024-06-06,East,New,18-25,Female,130107,8531,1667,17861,87095
MKT367,Monsoon Offers,Google Ads,2024-02-19,2024-03-06,North,Returning,50+,Male,141866,10518,1969,38434,78931
MKT368,Festive Blast,YouTube,2024-09-29,2024-10-24,West,New,26-35,Other,89166,9662,476,21667,76381
MKT369,Festive Blast,Email,2024-10-12,2024-10-26,South,Returning,36-50,Female,198933,2987,1279,10840,73749
MKT370,Flash Sale,YouTube,2024-08-13,2024-09-06,East,New,36-50,Other,117406,1090,607,8565,48672
MKT371,New Year Promo,Instagram,2024-04-14,2024-05-05,South,New,26-35,Female,69298,9721,1536,48194,23731
MKT372,Mega Discount,Instagram,2024-01-01,2024-01-17,North,New,36-50,Male,198293,13948,2675,25977,64512
MKT373,New Year Promo,Facebook,2024-08-10,2024-08-28,East,Returning,26-35,Female,64942,5059,658,26118,61024
MKT374,Diwali Offers,Email,2024-10-25,2024-11-06,North,Returning,36-50,Female,23453,14026,2407,27641,13832
MKT375,Flash Sale,YouTube,2024-04-27,2024-05-04,North,New,50+,Male,122811,3773,520,12366,42332
MKT376,Monsoon Offers,Google Ads,2024-05-08,2024-06-06,West,New,18-25,Male,74935,14159,1652,31636,22467
MKT377,New Year Promo,Instagram,2024-04-22,2024-05-22,South,New,18-25,Other,142439,10878,403,20630,51025
MKT378,Winter Deals,Instagram,2024-01-02,2024-01-17,East,Returning,50+,Other,194442,9383,1041,25056,23107
MKT379,Clearance Campaign,Google Ads,2024-03-29,2024-04-16,North,New,50+,Male,28328,11178,2689,12382,87994
MKT380,Diwali Offers,YouTube,2024-10-02,2024-10-31,North,Returning,26-35,Male,35534,12815,1401,21149,53481
MKT381,Summer Sale,YouTube,2024-10-24,2024-11-07,East,New,26-35,Male,105280,8409,1189,5992,12581
MKT382,Monsoon Offers,Email,2024-01-04,2024-02-03,North,New,26-35,Female,56320,11377,2255,11858,85118
MKT383,Diwali Offers,Email,2024-03-16,2024-04-08,West,New,36-50,Female,69170,5440,2415,7121,61638
MKT384,Clearance Campaign,Twitter,2024-04-07,2024-04-18,West,New,26-35,Female,120546,8347,2369,32160,18418
MKT385,Flash Sale,Twitter,2024-03-01,2024-03-29,West,New,50+,Male,100201,2008,1927,25906,39113
MKT386,Clearance Campaign,Facebook,2024-08-17,2024-08-28,West,New,18-25,Other,28640,4783,1653,24572,94363
MKT387,Festive Blast,Instagram,2024-10-07,2024-10-22,North,Returning,36-50,Male,181121,7646,792,9136,73044
MKT388,Clearance Campaign,Email,2024-03-09,2024-04-06,East,New,26-35,Female,156690,5298,354,21727,89955
MKT389,Festive Blast,YouTube,2024-09-10,2024-09-26,East,Returning,36-50,Female,152992,5668,1578,37167,71030
MKT390,Flash Sale,Google Ads,2024-01-13,2024-01-30,East,New,36-50,Male,63937,5287,2400,20479,21814
MKT391,Weekend Bonanza,YouTube,2024-09-09,2024-10-04,East,New,26-35,Male,163279,3052,356,36376,20024
MKT392,Festive Blast,Instagram,2024-05-11,2024-06-07,South,Returning,36-50,Female,184044,7009,2530,9823,73288
MKT393,Summer Sale,Twitter,2024-07-19,2024-08-02,East,New,18-25,Female,161871,12500,541,9920,67836
MKT394,Clearance Campaign,YouTube,2024-07-19,2024-07-28,South,Returning,50+,Female,179988,2716,1981,24585,17435
MKT395,Clearance Campaign,Facebook,2024-01-01,2024-01-29,South,Returning,50+,Male,90463,1310,2746,43239,77084
MKT396,Summer Sale,Instagram,2024-06-22,2024-07-20,West,New,18-25,Female,113500,5538,1213,22272,80601
MKT397,Winter Deals,Twitter,2024-06-02,2024-06-09,South,Returning,36-50,Female,57158,2260,2537,31619,98416
MKT398,Mega Discount,Google Ads,2024-08-15,2024-09-11,North,Returning,26-35,Other,104607,14157,681,14533,13407
MKT399,Weekend Bonanza,Twitter,2024-01-02,2024-01-09,South,New,36-50,Male,139639,4932,1835,44895,42940
MKT400,Monsoon Offers,Facebook,2024-10-20,2024-11-09,West,Returning,18-25,Other,91696,12460,2745,8720,15666
MKT401,Festive Blast,Instagram,2024-09-12,2024-10-10,South,New,36-50,Other,81510,1584,118,24267,47122
MKT402,Summer Sale,Google Ads,2024-01-23,2024-02-10,North,New,50+,Female,140076,14882,1224,20696,35092
MKT403,Flash Sale,Facebook,2024-07-07,2024-08-02,North,New,36-50,Male,78692,11991,2754,34968,85645
MKT404,Festive Blast,Twitter,2024-09-13,2024-09-26,North,New,18-25,Female,150841,14825,1480,28345,36505
MKT405,Mega Discount,Facebook,2024-08-08,2024-08-19,West,Returning,50+,Male,35810,8616,1665,30693,46713
MKT406,Flash Sale,Instagram,2024-05-08,2024-06-01,West,New,36-50,Other,156198,9551,2180,24385,64387
MKT407,Diwali Offers,Email,2024-03-17,2024-04-04,East,New,36-50,Male,181081,3866,2093,23122,53169
MKT408,Clearance Campaign,Facebook,2024-09-30,2024-10-27,West,Returning,50+,Female,131718,6898,1647,6364,83282
MKT409,Diwali Offers,Facebook,2024-09-24,2024-10-08,North,New,26-35,Female,110932,3011,961,7708,87511
MKT410,Festive Blast,Twitter,2024-03-15,2024-03-22,North,New,50+,Female,20192,7251,254,17982,61742
MKT411,Mega Discount,Twitter,2024-03-24,2024-04-09,West,Returning,26-35,Male,56413,5939,1004,22308,50522
MKT412,Weekend Bonanza,Google Ads,2024-10-27,2024-11-22,South,Returning,18-25,Other,163888,5006,1369,37919,91132
MKT413,Festive Blast,Twitter,2024-01-22,2024-02-14,West,Returning,18-25,Other,59082,2625,504,30161,13880
MKT414,Summer Sale,YouTube,2024-09-24,2024-10-16,West,Returning,50+,Male,85048,11956,943,40089,53454
MKT415,New Year Promo,Instagram,2024-04-01,2024-04-13,North,Returning,50+,Female,143130,1890,1882,18865,65711
MKT416,Festive Blast,Instagram,2024-07-12,2024-08-09,East,Returning,18-25,Other,70940,7078,1664,5495,53539
MKT417,Clearance Campaign,Email,2024-08-31,2024-09-23,North,Returning,26-35,Female,183202,14247,1284,49755,78321
MKT418,Clearance Campaign,Email,2024-08-22,2024-09-16,East,New,18-25,Male,60142,14756,846,7148,97985
MKT419,Festive Blast,Instagram,2024-10-06,2024-10-31,North,Returning,50+,Female,56468,8036,1825,38324,24799
MKT420,Flash Sale,Email,2024-03-04,2024-03-18,West,Returning,18-25,Other,181770,14749,370,18393,70102
MKT421,New Year Promo,Google Ads,2024-02-10,2024-02-24,North,Returning,50+,Other,161727,9923,869,6552,60726
MKT422,Summer Sale,Twitter,2024-05-29,2024-06-12,North,New,50+,Female,198969,4961,1815,40853,58784
MKT423,Festive Blast,Instagram,2024-02-24,2024-03-11,North,New,18-25,Male,181147,13893,1610,37924,53333
MKT424,Flash Sale,Email,2024-03-11,2024-03-27,West,Returning,26-35,Female,160431,3504,271,13926,50828
MKT425,Clearance Campaign,Instagram,2024-03-09,2024-03-30,West,Returning,36-50,Male,149048,9806,373,35851,79526
MKT426,Clearance Campaign,YouTube,2024-07-27,2024-08-22,West,Returning,18-25,Female,62056,4806,2406,28889,64362
MKT427,Mega Discount,Facebook,2024-03-31,2024-04-17,West,New,36-50,Other,71831,7100,1258,44930,63997
MKT428,Festive Blast,Twitter,2024-03-25,2024-04-09,East,New,18-25,Male,79191,2719,1806,13055,60341
MKT429,New Year Promo,Instagram,2024-07-16,2024-08-08,East,Returning,36-50,Male,141948,13961,1871,9654,29073
MKT430,Winter Deals,Facebook,2024-05-02,2024-05-18,South,New,26-35,Male,184344,14558,521,27634,24549
MKT431,New Year Promo,Email,2024-07-20,2024-08-02,West,Returning,26-35,Other,128117,7686,1544,37363,93795
MKT432,Clearance Campaign,Facebook,2024-10-10,2024-10-27,East,New,18-25,Female,34671,2587,1309,16468,66920
MKT433,Clearance Campaign,Twitter,2024-10-24,2024-11-18,North,New,50+,Other,47048,8000,2511,37922,95326
MKT434,Diwali Offers,Instagram,2024-08-30,2024-09-23,West,Returning,36-50,Male,45963,10803,2525,45718,85515
MKT435,Clearance Campaign,YouTube,2024-03-07,2024-03-19,South,Returning,50+,Female,63954,1896,679,22380,30316
MKT436,Summer Sale,Email,2024-02-01,2024-02-09,South,Returning,50+,Other,115430,6558,990,31870,36183
MKT437,Monsoon Offers,Instagram,2024-03-30,2024-04-06,South,Returning,50+,Male,20717,9469,821,42394,34624
MKT438,Festive Blast,Twitter,2024-07-01,2024-07-08,North,New,26-35,Male,31676,5647,980,19259,72515
MKT439,New Year Promo,Email,2024-05-08,2024-05-31,East,New,18-25,Other,155506,10828,1221,19873,95781
MKT440,Monsoon Offers,Google Ads,2024-01-14,2024-02-04,North,New,18-25,Other,138696,11350,2752,18016,56705
MKT441,Flash Sale,Facebook,2024-06-22,2024-07-03,West,Returning,26-35,Other,150830,3432,2107,47137,99326
MKT442,Winter Deals,Twitter,2024-05-23,2024-06-16,South,New,26-35,Male,24994,4904,2169,5153,36756
MKT443,Summer Sale,Google Ads,2024-01-15,2024-02-11,North,Returning,18-25,Other,24234,14048,1573,12853,70390
MKT444,New Year Promo,Instagram,2024-02-28,2024-03-14,North,New,50+,Male,89300,12454,482,17379,78369
MKT445,Monsoon Offers,YouTube,2024-07-13,2024-08-07,East,Returning,36-50,Other,63949,7837,2281,20792,80821
MKT446,Winter Deals,Email,2024-02-22,2024-03-15,East,Returning,36-50,Male,57405,2449,1549,43367,19589
MKT447,Diwali Offers,Facebook,2024-01-04,2024-01-23,South,New,36-50,Male,54872,5500,2650,23100,24116
MKT448,Summer Sale,Email,2024-01-26,2024-02-20,North,Returning,50+,Female,62215,6454,1690,16049,83181
MKT449,Summer Sale,Instagram,2024-10-23,2024-11-17,North,Returning,18-25,Other,43185,10424,1886,5786,54786
MKT450,Diwali Offers,Email,2024-04-15,2024-05-01,East,New,26-35,Other,194514,5117,243,9368,86425
MKT451,Festive Blast,Facebook,2024-10-07,2024-10-21,North,Returning,18-25,Male,61153,9869,1986,35699,40286
MKT452,Diwali Offers,Instagram,2024-08-02,2024-09-01,North,Returning,50+,Male,97535,11850,1802,42040,25994
MKT453,Summer Sale,Email,2024-04-04,2024-04-18,North,Returning,26-35,Male,153653,3028,1535,32454,36639
MKT454,Summer Sale,YouTube,2024-04-02,2024-04-22,East,New,50+,Female,71717,14519,323,43762,27205
MKT455,Monsoon Offers,Twitter,2024-01-30,2024-02-19,South,New,36-50,Female,22763,7845,319,28600,66677
MKT456,Clearance Campaign,Instagram,2024-06-13,2024-06-30,West,Returning,36-50,Male,112910,4758,278,34238,42930
MKT457,Winter Deals,Twitter,2024-09-25,2024-10-10,South,New,50+,Other,75480,6904,1754,30241,83313
MKT458,Diwali Offers,Instagram,2024-06-05,2024-07-01,West,Returning,26-35,Other,189831,5624,532,24810,28316
MKT459,Winter Deals,YouTube,2024-01-25,2024-02-23,North,Returning,26-35,Female,138094,11229,364,25167,37304
MKT460,Diwali Offers,Twitter,2024-07-11,2024-07-20,South,Returning,18-25,Female,176379,11841,1053,26811,97876
MKT461,Flash Sale,Google Ads,2024-04-05,2024-04-29,West,Returning,36-50,Male,31064,14964,528,44779,95366
MKT462,Summer Sale,Facebook,2024-04-20,2024-05-11,East,Returning,18-25,Other,96848,9848,2563,25085,23403
MKT463,Clearance Campaign,Google Ads,2024-09-01,2024-09-27,East,New,18-25,Male,57548,1165,2874,14261,90052
MKT464,Monsoon Offers,Email,2024-02-29,2024-03-22,South,Returning,50+,Female,188017,14136,2344,23733,94627
MKT465,Clearance Campaign,YouTube,2024-01-21,2024-02-11,South,New,50+,Other,199009,5591,1677,44779,83495
MKT466,Clearance Campaign,Google Ads,2024-07-19,2024-07-27,North,New,18-25,Other,26476,1589,579,34079,41932
MKT467,Clearance Campaign,Instagram,2024-06-21,2024-06-28,South,Returning,36-50,Female,110101,5524,1453,38980,46701
MKT468,Winter Deals,Email,2024-02-25,2024-03-18,North,Returning,50+,Male,22382,3821,989,19141,13385
MKT469,Diwali Offers,Email,2024-06-09,2024-06-21,North,New,18-25,Male,196348,13450,1024,14344,67241
MKT470,Weekend Bonanza,Google Ads,2024-06-24,2024-07-20,East,New,18-25,Other,184474,7509,2270,44472,20367
MKT471,Flash Sale,Google Ads,2024-08-04,2024-08-22,East,New,18-25,Female,178018,8693,2002,20896,75030
MKT472,New Year Promo,YouTube,2024-07-02,2024-07-18,West,Returning,18-25,Other,99698,10454,1510,28817,56505
MKT473,Clearance Campaign,Facebook,2024-06-06,2024-06-21,East,New,18-25,Female,173407,1071,1462,34813,43332
MKT474,Festive Blast,Google Ads,2024-02-14,2024-03-02,East,Returning,18-25,Male,65095,12708,877,23895,95178
MKT475,Winter Deals,Google Ads,2024-08-29,2024-09-25,South,Returning,50+,Female,149974,13942,2495,5143,86325
MKT476,Monsoon Offers,Twitter,2024-07-10,2024-07-23,East,Returning,36-50,Male,47197,4580,128,15681,45268
MKT477,New Year Promo,Instagram,2024-09-25,2024-10-17,West,New,18-25,Female,147619,8962,134,12367,96486
